Gene,p_value,fold_change
218926_at,1.1720427634803906e-14,1290.8013255813948
201319_at,7.526421642874744e-08,1290.6575348837218
200858_s_at,2.701295393498224e-08,1290.6060000000007
200038_s_at,1.3237613965363785e-07,1290.5831395348841
215451_s_at,7.760671676584773e-12,1290.5397906976739
212509_s_at,0.00011985067686838301,1290.4830697674433
201968_s_at,4.289414340561926e-06,1289.231232558139
212130_x_at,0.000317030525820814,1287.3180674418609
201215_at,4.488809264616732e-08,1286.107186046512
212875_s_at,2.4799126900313812e-05,1284.3954186046512
203761_at,6.1345767796213396e-06,1283.0332558139535
210648_x_at,0.0002045572098611285,1281.9376976744188
221651_x_at,0.00046106123876427096,1281.297860465116
215773_x_at,5.1300100965041906e-11,1281.2969767441862
218357_s_at,1.347274479230008e-07,1280.8086046511635
208619_at,5.076033782568894e-09,1280.3167441860464
200972_at,7.830963687140801e-05,1280.0357209302329
203548_s_at,0.018522029645742743,1277.81863488372
212226_s_at,2.215633371284241e-05,1276.858186046512
201457_x_at,8.814027686245626e-12,1275.6069767441868
217769_s_at,5.222287135071612e-07,1274.8150930232564
217727_x_at,1.2326141515899587e-11,1272.6207209302324
208152_s_at,9.42084903072522e-10,1272.2630232558145
221036_s_at,1.1521713483024509e-11,1270.8976046511618
200925_at,1.3621394483421721e-12,1269.9263953488376
208628_s_at,4.9591438461088746e-05,1269.695511627907
200030_s_at,3.484490426149542e-06,1269.3788372093027
201938_at,9.090206629954443e-11,1268.867069767442
207185_at,9.874724453921595e-09,1268.809069767442
218124_at,0.0001110709652834668,1268.5970232558136
204404_at,3.4100501392399462e-12,1267.7904651162794
200067_x_at,1.651723125040936e-06,1264.4386046511631
202261_at,1.543398235708966e-13,1264.013488372093
204977_at,5.000418855991047e-10,1263.6413953488368
208805_at,3.841106116889333e-07,1261.3181395348838
201128_s_at,1.1055525814811472e-09,1260.3930232558141
212295_s_at,1.0519029883683674e-10,1258.8918604651162
201778_s_at,1.5552750430551178e-10,1258.4232558139524
200989_at,2.0912459266323992e-07,1257.9418372093028
200728_at,1.174882350442791e-08,1257.809906976744
216807_at,4.718650404233562e-15,1257.1122325581396
200627_at,2.9686423415738936e-06,1257.0651627906973
212190_at,2.50114846714176e-10,1256.5967441860462
208114_s_at,2.0831560839167694e-12,1256.0690697674427
204052_s_at,3.8888783132947e-13,1255.6378837209304
203363_s_at,5.60285330752974e-15,1255.2150000000001
219350_s_at,6.178435378604041e-06,1255.1697906976747
212697_at,5.080872007547792e-17,1254.7776744186046
209971_x_at,6.910968042819251e-15,1254.22976744186
218316_at,6.140475306561788e-10,1254.1765116279075
48030_i_at,4.105037758412984e-07,1252.3004651162787
212425_at,1.0208692861144133e-10,1251.3766744186046
215758_x_at,5.301460497881185e-09,1251.1372093023256
208638_at,6.487844607265711e-08,1250.851465116279
203616_at,1.8595339100087465e-11,1249.259674418605
222125_s_at,1.4117488970570697e-06,1249.239348837209
215000_s_at,5.352170539723633e-07,1249.013023255815
211942_x_at,1.4886046701296797e-05,1248.262441860465
210501_x_at,6.798705257055088e-14,1247.7448604651158
200996_at,2.2732462158339024e-06,1245.9353953488367
222231_s_at,4.9281000596069424e-11,1244.4197906976751
218048_at,5.177198224572995e-08,1244.0329767441863
201146_at,1.8947384619935357e-09,1243.687139534884
200984_s_at,1.2969408055986272e-10,1242.984558139535
217767_at,0.00035877565029869795,1242.9082651162794
210299_s_at,0.00015237856393520224,1242.7426674418602
206656_s_at,1.1527698028113082e-05,1242.0433023255814
208668_x_at,8.732830119242873e-05,1241.8672093023251
200909_s_at,2.894839557335004e-07,1241.5504418604644
200037_s_at,5.1285103904345185e-06,1238.256744186047
AFFX-HUMRGE/M10098_3_at,5.7294660407530926e-08,1237.6884883720934
221474_at,2.812377384622103e-07,1237.4226976744185
202822_at,7.323373791174094e-11,1237.3448837209294
201814_at,2.4525637196588e-08,1237.1302325581387
205575_at,3.1361792092752424e-09,1236.947441860464
210759_s_at,2.3554461390449113e-08,1236.9045581395353
212123_at,1.2607582053402316e-08,1235.7683720930227
204533_at,2.1479219392058401e-07,1234.5399999999997
211967_at,2.4697359495487444e-07,1234.2960465116275
219087_at,8.399154387802386e-06,1234.079
213386_at,2.547933679423419e-11,1234.024093023256
203303_at,4.817087881098286e-10,1233.9282325581391
200655_s_at,1.3687121456804996e-07,1232.6697674418601
217835_x_at,9.23724726082144e-12,1232.2372093023246
212203_x_at,3.550318843797449e-05,1230.7782093023256
220665_at,1.5599599552083223e-05,1230.7372790697677
213399_x_at,1.485182336384857e-08,1230.6280232558138
210925_at,8.196064716164386e-07,1228.4980000000003
214938_x_at,9.949904261333758e-06,1227.2373255813945
212440_at,4.043030330643845e-10,1226.981162790698
217979_at,0.0002801323352895126,1225.0904651162787
202399_s_at,3.9950706208771963e-10,1224.7658139534892
218515_at,1.0341447002906067e-12,1224.3793720930234
202973_x_at,8.913406773025212e-05,1223.5376279069767
200782_at,4.5175536722945854e-08,1223.333069767442
201097_s_at,3.315602415508776e-05,1222.2287209302322
200004_at,2.5329084576139753e-05,1222.0674418604658
211504_x_at,1.1210143824513511e-05,1221.6569767441874
200632_s_at,0.0002091105711816869,1221.0314883720926
204972_at,8.860738380383971e-08,1220.5309302325577
203392_s_at,8.403688702779382e-09,1219.9206511627906
203915_at,0.00021598052055063155,1219.5153488372089
202299_s_at,6.361885637926638e-11,1218.840720930232
AFFX-M27830_M_at,0.001754781223488826,1218.4362325581387
211921_x_at,5.924164381354133e-05,1218.3116046511632
218718_at,8.850513653763937e-11,1217.8870000000004
200046_at,5.044492023287237e-09,1217.631790697674
201236_s_at,4.772145402714264e-07,1217.1079767441854
201470_at,3.4233114995443924e-11,1216.366511627907
212135_s_at,1.3954536967303483e-09,1215.9993953488374
211528_x_at,4.7449864665363905e-07,1215.9373953488378
201519_at,5.603206536242407e-08,1215.8458139534891
201433_s_at,1.453406955135705e-08,1215.4837209302323
221511_x_at,2.4799930693183796e-10,1214.7223023255815
212690_at,4.517665756048484e-08,1214.5327906976743
216998_s_at,8.227868097726245e-10,1213.0123255813955
216221_s_at,1.466403208449528e-11,1212.6469767441863
218142_s_at,1.9470341267829404e-09,1211.9413488372097
210301_at,2.9315531583913983e-08,1211.6944186046503
211671_s_at,1.4464008903777501e-11,1211.5365116279063
209687_at,0.0001641421255647695,1211.3770232558143
208775_at,7.987440968973818e-07,1209.492093023256
202185_at,3.11967889021709e-05,1209.484720930233
208833_s_at,1.4362415892216588e-08,1208.6539534883714
201105_at,0.0003074399557481589,1207.4312790697672
121_at,3.4081893239782036e-12,1207.1290697674422
212426_s_at,1.5832582986039547e-05,1205.781255813954
201166_s_at,2.7351815173268457e-08,1205.6479069767447
213612_x_at,5.848857907989507e-05,1205.308837209302
218692_at,9.824206495508205e-09,1204.7836511627906
200715_x_at,0.0007597098690293673,1203.384930232558
213699_s_at,2.7489674631260348e-06,1202.034069767442
200068_s_at,1.9661570084500804e-08,1201.595372093023
209075_s_at,3.5224824555086668e-09,1201.2244651162782
212352_s_at,5.134329053185443e-10,1201.0933720930234
200877_at,2.6654324166338485e-06,1201.087720930232
209568_s_at,1.7291026671754825e-08,1201.0295813953485
200007_at,3.3451808795161984e-10,1199.517418604651
208847_s_at,1.4979411531184345e-06,1199.5067674418601
208149_x_at,3.05204780248051e-11,1198.8739069767432
200694_s_at,3.9317751398165256e-11,1198.6856046511632
208598_s_at,6.199503347284135e-14,1197.2023255813954
201653_at,4.3475764583622507e-10,1195.6095116279066
202708_s_at,8.742544188662228e-11,1195.5476744186049
203621_at,6.843275544541623e-11,1195.3769534883722
209036_s_at,6.644748073446858e-09,1195.0491976744186
210200_at,2.051582857436169e-05,1195.0166976744183
203461_at,1.799186908782639e-13,1194.391581395349
219397_at,6.316904575541838e-15,1193.7285348837217
202917_s_at,0.0008500725879361005,1193.384627906977
200771_at,1.0724765212826335e-08,1192.9397441860465
218972_at,2.8919556724749433e-11,1192.936279069767
207071_s_at,5.587085557272606e-06,1192.8941627906975
218966_at,2.0447234505978833e-08,1192.1832325581404
208749_x_at,3.006514814078835e-14,1191.6726511627905
201210_at,4.940408967585276e-07,1191.6208372093024
221516_s_at,8.35442253587037e-11,1191.3553488372095
221476_s_at,4.6037541124664014e-07,1190.72988372093
210532_s_at,1.2550980935492052e-11,1190.6334883720929
200603_at,2.591217912975866e-07,1190.197953488372
201588_at,5.041014474656047e-12,1188.700465116279
200870_at,1.8187658536934212e-10,1188.5553023255818
215814_at,0.0018306167085655708,1188.4498604651158
64883_at,5.19640835294221e-15,1188.0544186046513
200657_at,1.5570588808582686e-05,1188.0517674418606
208905_at,1.0230564340194298e-06,1188.011860465116
204219_s_at,1.8665862581635475e-09,1187.3645581395344
213513_x_at,5.976665252426467e-11,1186.5962790697663
201525_at,5.3492669851031775e-05,1186.5223255813953
219287_at,8.985280831286133e-10,1186.388372093024
200607_s_at,2.7238769321577226e-09,1186.0038372093024
201088_at,1.8308268625700777e-10,1185.8818837209305
200047_s_at,5.421097055120294e-07,1185.5983720930226
212857_x_at,2.1848739808323296e-07,1185.1493023255812
200018_at,7.540281904441163e-05,1184.2906976744189
206485_at,1.3049173055207858e-09,1182.5838837209299
215040_at,2.9920536099431202e-06,1181.8902325581394
216542_x_at,3.6381964981067455e-13,1179.53
221622_s_at,1.2686223099938935e-14,1178.7060465116276
203874_s_at,7.708905934010866e-10,1178.4521860465125
218606_at,1.539870760901242e-08,1178.0095348837203
221488_s_at,3.1203625862113825e-11,1177.968348837209
208767_s_at,2.2803074047702022e-10,1176.7576744186047
212572_at,2.019751690121236e-10,1175.8011627906978
218633_x_at,5.338229838206462e-06,1175.5506976744186
202754_at,1.1980591194897655e-09,1174.0725581395354
217807_s_at,0.00015194916565524285,1173.6249302325577
217750_s_at,1.891669304738112e-11,1171.9901860465113
200759_x_at,7.939837712364404e-09,1171.5326511627907
202377_at,9.648795893516973e-10,1171.421395348836
200743_s_at,2.8592893258576648e-11,1170.5288372093019
205812_s_at,5.492370359487987e-06,1170.33123255814
221481_x_at,2.4409387690939857e-05,1169.4889767441864
203617_x_at,1.2106058752285574e-08,1168.5679767441852
209594_x_at,7.380768417566733e-12,1168.0606976744189
221471_at,1.9337691975263437e-10,1167.859837209303
212379_at,8.136186585370491e-09,1167.771418604651
209939_x_at,1.5243906987825967e-09,1167.5987209302327
212994_at,9.958111863010047e-11,1166.9124186046515
217645_at,9.898678955872065e-08,1166.4307906976737
211387_x_at,4.72669054098431e-07,1166.3395348837214
212171_x_at,3.8684204034826706e-14,1165.4186976744186
205726_at,1.389166556599001e-09,1164.7419302325586
208865_at,2.5263536768390727e-09,1162.8446511627908
203580_s_at,2.4570647815632088e-08,1162.6583720930237
210739_x_at,1.4609774991790173e-09,1162.1781395348848
203175_at,5.675730904448867e-13,1162.1600000000003
200833_s_at,0.00045728846876213043,1162.0917674418602
220395_at,1.5716338067075282e-11,1162.0144186046514
216213_at,7.791022029793869e-11,1161.1272093023244
219140_s_at,0.00960202892316031,1159.0670813953493
210273_at,7.314155281441226e-08,1158.8876279069761
201000_at,7.191195758212703e-14,1158.8037906976745
207543_s_at,1.2261939041900976e-06,1157.371697674418
215801_at,1.1619620438499226e-12,1157.1188837209304
200677_at,1.3432820678711566e-06,1157.1099999999992
214771_x_at,2.366045809301502e-08,1157.0121395348835
201220_x_at,3.0960700114430964e-07,1156.7968139534876
212149_at,5.216624843286892e-06,1156.7918604651168
211405_x_at,7.913169379723549e-13,1156.733674418605
201841_s_at,5.315048845384738e-05,1156.711344186046
200063_s_at,0.0008945790228020731,1156.1090697674413
210809_s_at,0.005957759688659364,1155.889069767442
203113_s_at,3.787545060999437e-07,1155.628469767442
211529_x_at,1.5286441562476336e-06,1155.0737209302326
213911_s_at,6.008012780419443e-06,1154.178651162791
205788_s_at,1.0947014764044892e-11,1151.9618604651155
201398_s_at,4.823781004393371e-07,1151.7329534883727
215867_x_at,6.755122054559596e-07,1150.9388139534883
219410_at,2.9923773590857617e-09,1150.2627906976743
208785_s_at,4.056603293192615e-11,1150.2406279069767
200096_s_at,2.9978483247060518e-05,1149.659093023256
212751_at,1.9420904483366304e-13,1149.2248372093022
212461_at,1.1531396491204482e-10,1148.9034418604654
203905_at,1.4375886375325675e-06,1148.833255813954
209596_at,1.4514569949372097e-05,1148.823046511629
213307_at,1.5859504943564768e-10,1146.8402325581392
206621_s_at,2.870093514318226e-08,1146.8283023255813
212266_s_at,4.0734998407021914e-07,1146.4398139534887
202677_at,8.082755095304575e-08,1145.878697674419
208578_at,6.192492477172607e-05,1145.487906976744
221792_at,2.1065579097801818e-07,1144.6685813953486
200039_s_at,6.879378678384743e-09,1142.8373255813958
213185_at,4.169778495413653e-08,1141.4379069767442
218467_at,2.5905317428469136e-11,1141.0347441860467
209002_s_at,2.4668012883206045e-10,1139.4248139534882
206256_at,8.999623923862603e-10,1139.3490465116286
216809_at,3.543022944547072e-11,1138.717906976744
210211_s_at,6.666053627548492e-05,1138.6620697674416
201400_at,0.00038586617323930784,1138.241162790698
201032_at,1.4280527670774178e-06,1137.468418604651
202819_s_at,4.156384578149494e-10,1137.435953488372
212741_at,0.005258926568250975,1137.2425860465119
218507_at,1.7295968480641152e-09,1137.222558139535
203136_at,1.0588088420126638e-11,1136.2441860465121
200923_at,2.1627424493257936e-08,1134.8063953488372
212386_at,5.854225169474947e-07,1134.5036976744186
208617_s_at,4.050471921645875e-09,1134.470348837209
213735_s_at,2.119306729890108e-12,1134.220651162791
213332_at,1.4349173045076294e-10,1134.183348837209
211075_s_at,1.5936758189621019e-10,1134.1235348837208
214394_x_at,0.02502600920423711,1133.961930232559
201112_s_at,2.1325432086552355e-07,1132.6849767441856
200003_s_at,1.084302090839183e-06,1132.5070465116287
201338_x_at,2.009676556239851e-06,1132.1420930232555
202296_s_at,2.3215837156501903e-14,1132.0522093023258
209389_x_at,1.2523274846816423e-08,1131.5094651162794
219666_at,1.020007944067038e-09,1130.0293023255813
200985_s_at,2.356852947707183e-06,1129.554720930232
200765_x_at,2.359794741275578e-07,1128.2968139534887
201919_at,1.2516262748132214e-09,1126.484767441861
201172_x_at,2.8114061353969132e-08,1125.681232558139
217883_at,3.998119814875363e-08,1125.5447209302324
204622_x_at,5.400188761575139e-10,1125.3637209302324
210686_x_at,3.245980057867818e-06,1124.3851162790697
44563_at,8.408779243830847e-13,1124.3725581395352
210039_s_at,2.4938893779189173e-07,1123.1872093023258
204424_s_at,0.0003508321312129946,1123.179790697675
210638_s_at,1.0656471233445083e-13,1123.1217209302326
215380_s_at,1.0511796457611175e-07,1122.8014418604648
201666_at,6.381142114651948e-09,1122.3229767441867
208025_s_at,2.059776391347723e-13,1122.179395348837
209123_at,6.173293493689372e-05,1121.941418604651
213151_s_at,4.1323991114755315e-07,1120.9275116279066
208787_at,2.921183282323926e-08,1120.6872790697676
200726_at,6.697114448576177e-09,1119.6026976744188
201601_x_at,0.0006231003243148182,1118.7240883720935
212114_at,2.032567610243826e-09,1118.685813953488
33768_at,1.11694906744717e-09,1117.6707906976746
217811_at,9.041154646101103e-11,1117.2550627906976
210095_s_at,0.0001491435311311496,1116.8644883720935
202829_s_at,1.8017436719493024e-13,1115.9296511627908
221378_at,2.5465956620498906e-12,1114.8091162790695
209014_at,6.0173297360334665e-06,1114.2228372093023
202658_at,3.747926651468559e-12,1114.0676976744182
217554_at,1.7517431052962015e-08,1113.621162790697
201256_at,2.6326386943233535e-12,1113.5822325581398
210139_s_at,3.904488859688478e-05,1112.54665116279
217393_x_at,1.8816114955017344e-08,1110.573604651163
201600_at,6.9685133086276215e-12,1110.1630697674416
210987_x_at,1.6783275177322227e-07,1109.9850930232556
218418_s_at,1.0688687037501199e-05,1109.0117906976748
202265_at,1.2271508109438218e-11,1107.9106511627906
208904_s_at,5.190246805949509e-06,1107.442837209302
222229_x_at,1.244326587237431e-05,1107.0832558139527
218648_at,7.297529477652773e-12,1106.9232558139538
202753_at,1.668322705371289e-16,1106.7588604651166
206132_at,4.5158797586158885e-06,1105.8260465116277
32811_at,5.185669284677508e-13,1105.553488372093
201730_s_at,3.8365860436174877e-07,1105.054051162791
204923_at,2.15273272046017e-13,1104.5783720930244
214421_x_at,3.7528760788961025e-08,1104.3102790697683
204687_at,2.610127443582185e-12,1102.0187209302326
201021_s_at,1.1310517548462865e-09,1101.893
204366_s_at,2.1958430018336044e-11,1101.7268372093026
219428_s_at,1.198002516423943e-13,1101.1193023255814
220881_at,1.536614962768787e-13,1099.7620232558143
201667_at,0.0001749196619044031,1099.7393255813952
200773_x_at,2.705507093839139e-06,1099.6723255813959
220135_s_at,4.440164744875713e-08,1098.4437209302328
205849_s_at,6.2955666097378595e-06,1098.1675348837202
211337_s_at,1.3510353003069583e-12,1098.1482325581394
221952_x_at,1.1109235714845081e-10,1097.8050930232555
214211_at,3.6288086204094733e-06,1097.5872093023263
209732_at,6.20036992450476e-08,1097.5453488372093
202291_s_at,0.014751981308362713,1097.1452790697672
208929_x_at,1.6016443486945485e-08,1096.2334883720932
208672_s_at,1.501318251208194e-06,1095.2153488372087
209770_at,4.589408866881757e-13,1094.79965116279
205758_at,4.947144424586927e-08,1094.773558139535
214948_s_at,2.803818576871266e-09,1094.639162790698
200061_s_at,3.524954015703515e-07,1094.1690697674421
201346_at,5.348424215582637e-05,1094.142581395349
214734_at,4.394666273552553e-13,1093.7704651162792
221896_s_at,2.0035555803194287e-07,1093.6927209302323
202522_at,2.6599435655269544e-05,1093.1646046511628
200086_s_at,0.0004750936444898176,1092.7621395348842
216379_x_at,0.02277365722421848,1092.3293488372092
203858_s_at,1.5992230742815075e-07,1091.683790697674
212238_at,2.969641925971363e-16,1091.3172093023256
201234_at,9.820494872115063e-10,1091.29511627907
210036_s_at,3.706709579123991e-13,1090.317302325581
201812_s_at,3.175635416567745e-08,1090.1055813953499
202061_s_at,2.1494106568506498e-11,1089.7053255813953
203436_at,2.874048714805173e-08,1089.4890697674414
201200_at,4.331160629746488e-09,1089.0305581395346
201694_s_at,6.283635251104675e-05,1088.9693023255813
207458_at,5.33197984458757e-13,1088.503488372093
208647_at,4.300459850199853e-05,1087.9481395348835
212355_at,5.4880902039840856e-15,1087.7472093023255
201684_s_at,4.1702896806745036e-08,1087.407558139535
200944_s_at,0.0021931916992166236,1086.990511627906
202759_s_at,1.472854454433039e-07,1086.976604651163
221478_at,6.040088263893582e-07,1086.9229302325584
215126_at,4.42510068193703e-09,1086.3013953488362
213491_x_at,3.388813655866183e-06,1086.0382744186052
212294_at,1.317089547741621e-12,1086.0327441860463
217150_s_at,2.9971666027424607e-12,1085.892186046512
204680_s_at,2.839866469593625e-10,1085.8885348837207
200091_s_at,2.680114662149828e-05,1085.644651162791
205318_at,3.959757618219732e-13,1085.2230465116288
219649_at,2.2787277698409225e-14,1084.3944186046515
202428_x_at,3.530703097434731e-07,1084.063720930233
211240_x_at,6.151068991691391e-10,1083.6818604651157
218757_s_at,8.278670791049636e-12,1083.3604418604648
202098_s_at,1.3844894619983954e-10,1083.1656279069769
214853_s_at,6.514926551416167e-13,1082.4674883720927
216342_x_at,0.0007096592435786358,1082.2766046511629
203323_at,0.007372357828929775,1081.8820930232555
206662_at,2.067956401795498e-09,1081.7203255813959
212967_x_at,4.7508909117009654e-08,1080.2347906976747
200662_s_at,1.936200720279566e-07,1080.1
221479_s_at,7.173667973172164e-09,1079.9723255813956
214928_at,2.9580987135645362e-05,1079.7817906976743
204334_at,6.956323665878811e-08,1079.0479069767437
212185_x_at,0.0003392828397849159,1078.9642558139535
218807_at,1.1152641884909682e-07,1078.7209302325582
214109_at,4.7019204894329446e-14,1077.6035348837213
220942_x_at,5.025756005159556e-08,1077.0559302325578
211986_at,0.0002048518459592466,1076.5214651162796
202542_s_at,2.0542702236386916e-17,1074.8967441860466
219771_at,2.959577747091471e-10,1074.4079302325583
211729_x_at,8.936281523647044e-10,1074.2315348837208
208884_s_at,7.97839341454885e-14,1073.9297674418597
211974_x_at,2.6317767746024816e-06,1073.8066279069765
204478_s_at,4.3492537801730574e-08,1073.6409302325592
220099_s_at,5.049455087998779e-13,1072.770930232558
203781_at,6.744252535616653e-12,1072.706255813954
202388_at,0.0035533853865890473,1071.8621395348835
219992_at,4.82161818810754e-09,1071.1056976744183
205370_x_at,0.0003406411804357959,1071.0612325581396
200965_s_at,1.1178456200933789e-05,1070.6635581395353
200008_s_at,3.131928141197699e-11,1070.3845581395356
200828_s_at,1.0408609324409024e-15,1070.2132558139535
219509_at,1.1435766326773612e-08,1069.6386976744184
218211_s_at,4.165079430106641e-07,1069.6148837209303
220558_x_at,6.033990913880543e-09,1069.0644883720925
209550_at,3.626884377891311e-05,1068.9735348837216
200840_at,1.2884431853480171e-06,1067.5877209302325
202620_s_at,4.867799926090671e-07,1065.992767441861
207657_x_at,3.875837227020501e-13,1065.8693023255807
213864_s_at,3.712767816308446e-07,1065.7225581395342
201375_s_at,8.739792673922486e-07,1065.4144651162796
210826_x_at,2.6444702944650694e-10,1064.6623255813952
201630_s_at,2.9069401909094725e-11,1064.2227441860464
206215_at,9.007395175446058e-07,1063.8485813953491
200693_at,2.157204553479528e-10,1063.7475116279072
205326_at,3.757346599038676e-08,1063.6596279069768
213507_s_at,1.1883106563938042e-07,1062.8999999999996
212956_at,7.063447034765652e-05,1062.8693953488369
215100_at,2.752194878396833e-10,1062.7160232558135
207618_s_at,1.6678432650615014e-08,1060.9190697674417
213274_s_at,1.6873002989574032e-13,1060.3374883720933
213687_s_at,5.9212839342783856e-05,1060.3130465116274
219259_at,0.0003461858626191626,1059.416790697674
200097_s_at,9.073191424398089e-10,1059.2883720930233
213333_at,9.346293442831792e-15,1059.166023255814
205408_at,3.399220034386454e-14,1057.7073720930234
209191_at,2.140464349231295e-06,1057.5614418604653
212944_at,1.657768795294437e-09,1057.4959534883722
209186_at,1.3171939156131483e-13,1056.8380232558138
200804_at,7.058679886400659e-08,1056.7353023255819
209436_at,1.9613397719578314e-08,1056.6121627906978
203416_at,1.0954413553709792e-07,1056.0102558139533
201922_at,2.0536304960038514e-07,1055.993023255815
208894_at,4.9340782861208285e-06,1055.8934813953488
219449_s_at,6.420835576377553e-08,1055.0389069767443
215963_x_at,7.588935368771177e-07,1053.8374418604658
218035_s_at,9.756436781277872e-09,1052.9863255813957
220244_at,1.3674927593579613e-09,1052.3348837209305
214440_at,5.398564453850058e-05,1052.2044418604648
209409_at,4.586457547447908e-09,1052.2004186046515
203131_at,9.918986527881215e-08,1052.1710930232562
200079_s_at,2.0100470308670184e-13,1051.8895581395348
200931_s_at,6.489587992714096e-07,1051.5962790697677
212397_at,1.6843950725081742e-08,1051.4435348837208
64486_at,6.023485066060556e-11,1050.8801860465114
204001_at,3.2335427097748877e-12,1050.6313953488368
205067_at,1.907585286766184e-09,1050.5183255813956
202306_at,4.735230513365829e-16,1050.4395116279075
212537_x_at,0.0004848698728901268,1050.3928604651173
208801_at,7.611935005755336e-11,1050.010186046511
202734_at,1.2753331165152041e-12,1050.0086744186049
203011_at,9.598591995255419e-14,1049.3337906976749
216250_s_at,8.545779502831406e-13,1048.4137441860469
213110_s_at,0.00037756975151446173,1048.1423255813957
200790_at,3.022428313085523e-08,1047.9240697674413
207366_at,0.0002817021436065082,1047.099372093023
217362_x_at,3.7249916530748667e-14,1046.649930232558
201650_at,0.019931789032179088,1046.5122451162788
221895_at,1.7603455152208445e-15,1045.821325581395
215823_x_at,4.899357755356179e-05,1045.4246511627903
200860_s_at,4.715552614441431e-12,1043.8365116279076
217719_at,3.533519669716765e-05,1043.4146511627914
208852_s_at,2.6554288536233753e-12,1042.997488372093
207275_s_at,0.0001436725520239482,1042.9533953488374
216554_s_at,7.032380538623848e-06,1042.896093023256
218878_s_at,8.586921477238384e-14,1042.8543255813952
218034_at,6.822076172481889e-12,1042.7912558139535
208198_x_at,2.089126284782996e-08,1041.6820232558139
215528_at,1.0169189362174377e-11,1041.5988604651163
217742_s_at,2.730659073378183e-09,1041.1439767441864
217746_s_at,2.1133528513691282e-10,1040.843209302325
201524_x_at,1.7411159576911098e-13,1040.6153255813947
207551_s_at,4.113235508207528e-16,1040.4104883720931
217774_s_at,2.977682706667253e-10,1040.0285348837208
218896_s_at,1.4170242575515742e-11,1039.7869534883716
221119_at,2.7724895708989508e-06,1039.585837209302
201092_at,1.358768987679796e-07,1038.2953953488375
215091_s_at,1.8860970731861323e-07,1038.0622558139535
203658_at,1.9954612188574615e-13,1038.051046511628
204651_at,7.925193901699187e-13,1035.791813953489
38964_r_at,1.3398916180765777e-10,1035.7520697674418
201897_s_at,6.725216559283909e-13,1035.627511627907
221859_at,3.402529472737395e-07,1035.4539534883725
202716_at,1.921616954394995e-05,1034.7692093023256
202016_at,1.3103350468767871e-05,1034.7177674418601
206263_at,6.1671622359279525e-09,1033.8606976744177
205950_s_at,2.4988725094321523e-07,1033.0353023255811
220025_at,1.4836504553297518e-13,1032.442627906977
200005_at,1.0934982522140943e-08,1032.0996744186043
208689_s_at,2.7921136705884342e-11,1031.4427906976744
211185_s_at,2.4625733853227432e-05,1031.4424418604644
201310_s_at,0.0007855398047687114,1030.8796046511632
200863_s_at,2.2682943182316418e-08,1030.8503953488378
208636_at,1.5159564381333123e-08,1030.828837209302
217739_s_at,2.0869695934616433e-06,1030.758
206949_s_at,4.959555064656513e-07,1030.612325581395
217301_x_at,1.930330715213611e-14,1030.5895581395346
208360_s_at,9.523408464992116e-07,1029.6479302325579
209337_at,4.263125962923267e-13,1028.910930232558
200788_s_at,3.5100735414183662e-06,1028.2200232558139
201150_s_at,0.0007451430204807956,1028.212930232558
202436_s_at,4.907913640493134e-06,1026.8565813953492
211769_x_at,6.329904152765567e-12,1025.5593023255808
214456_x_at,0.032506672765136385,1024.5873348837213
212600_s_at,2.409894346162146e-06,1024.0177674418603
204472_at,3.078178205881263e-06,1022.7283720930236
205752_s_at,8.018286466211129e-07,1022.6925116279074
201999_s_at,2.215914962061777e-05,1022.3253488372088
211761_s_at,7.828851379198878e-08,1021.5805348837209
209366_x_at,8.280137491788451e-08,1020.0995116279066
214789_x_at,6.294729401499446e-10,1020.0697674418607
210799_at,6.436439458517333e-09,1019.6189302325582
209763_at,0.0002952248797283668,1018.6326279069765
203554_x_at,4.266405635883983e-09,1018.3811627906978
208656_s_at,7.76396728746672e-11,1018.1281860465112
216266_s_at,1.4075429392376275e-11,1018.0590697674418
203414_at,0.0015934129981137778,1017.6367441860466
212534_at,1.1828623610670795e-07,1017.5271627906973
218867_s_at,5.684489723309173e-15,1017.3406511627909
200811_at,2.242781844855711e-05,1017.1948837209306
204632_at,3.0138399804205896e-06,1016.825
215756_at,1.3124655336807374e-10,1016.5240000000003
201152_s_at,8.11071746169704e-12,1016.1527441860471
212383_at,4.31253821351417e-12,1015.8244651162788
221006_s_at,1.8467097453165992e-10,1015.6204651162791
221691_x_at,1.1741449100518328e-05,1015.284465116279
202582_s_at,3.346876787637796e-07,1015.2468837209299
211746_x_at,0.00011848308340464673,1014.3394186046517
202089_s_at,3.068313308090672e-05,1013.8227906976748
204806_x_at,9.368954019062695e-11,1012.6232790697674
36004_at,3.8347825763776104e-09,1012.4287441860465
201929_s_at,1.6320678861771375e-09,1011.9344186046515
202022_at,2.2539339686201092e-10,1011.4256279069768
203797_at,8.731546844976414e-14,1011.3223023255812
206377_at,3.4091541563724e-11,1011.2190697674421
214143_x_at,0.001373124649555849,1010.7213953488363
211071_s_at,1.1267096601901162e-09,1010.6861162790699
203868_s_at,1.4849444730839169e-06,1010.6149534883723
201201_at,3.427686646187115e-06,1010.5018604651162
221158_at,3.906766870987585e-10,1009.930162790698
212543_at,1.9014805464307644e-06,1009.4908837209293
221371_at,9.505547874101745e-16,1009.3407209302329
214772_at,1.554288528317612e-09,1008.9699767441862
